slug,name,wins,losses,draws,division,reach,height,nickname,dob,nationality,social_media
rynell-riley,Rynell Riley,2,2,0,Welterweight,,70,,,,
sabah-homasi,SABAH HOMASI,1,2,0,Middleweight,72in / 183cm,1.8288,SLEEK SHEIK,10/1988,United States of America,https://www.instagram.com/sabah_thesleeksheik/
sabri-ben-henia,SABRI BEN HENIA,0,1,0,Welterweight,74in / 188cm,1.8542,SCARFACE,,,
sadudee-srimueang,Sadudee Srimueang,2,0,0,Lightweight,,68,,10/1993,Thailand,https://www.instagram.com/p/CaG7qH5vZGn; https://www.facebook.com/profile.php?id=100045470085404
saenchai,Saenchai,0,1,0,Lightweight,,,,,Thailand,
saensuk-venum,Saensuk Venum,0,0,0,,,,,,,
sahin-omer,SAHIN OMER,0,1,0,Lightweight,68in / 173cm,1.778,THE OMEN,05/1989,United Kingdom,https://www.instagram.com/806_sahin
sakis-zampelos,SAKIS ZAMPELOS,0,1,0,Light Heavyweight,,1.81,,10/1993,Greece,https://www.instagram.com/sakis_zampelos/
sam-polk,SAM POLK,2,0,0,Cruiserweight,80in / 203cm,1.8796,BLUNT FORCE TRAUMA,09/1981,United States of America,https://www.instagram.com/bftcombatsports/
sam-shewmaker,SAM SHEWMAKER,5,4,0,Heavyweight,76 in / 193cm,75,HILLBILLY HAMMER,06/1984,United States of America,https://www.instagram.com/sam_hillbillyhammer_shewmaker/; https://www.facebook.com/TheOzarkMountainFighter/
sam-watford,SAM WATFORD,0,1,0,Middleweight,76in / 193cm,1.8034,SUPER SANE,01/1991,United States of America,https://www.instagram.com/SAMSUPERSAIYAN
sam-williams,SAM WILLIAMS,0,0,0,Heavyweight,,,,,,
samuel-romero,SAMUEL ROMERO,0,0,0,Middleweight,,,,,,https://www.instagram.com/samromeromma/
samuel-samples,SAMUEL SAMPLES,2,4,0,Bantamweight,67in / 171cm,68,ACE OF SPADES,03/1990,United States of America,https://www.instagram.com/ace0spadezz/
sandra-rees,SANDRA REES,0,0,0,Women Flyweight,,,,,,
saowaluk-nareepansri,Saowaluk Nareepansri,1,0,0,,,61,,,Thailand,
sara-bitto,SARA BITTO,1,1,0,Women Bantamweight,70in / 178cm,1.778,THE PROBLEM,12/1992,Italy,https://www.instagram.com/sara_theproblem_bitto/
sarah-click,SARAH CLICK,0,4,0,Strawweight,67in / 170cm,1.6256,MOCHA MADNESS,08/1991,United States of America,https://www.instagram.com/mocha_maddness/; https://www.facebook.com/sarahmma
sarah-shell,SARAH SHELL,3,0,0,Women Flyweight,66in / 168cm,1.7018,TNT,12/1987,United States of America,https://www.instagram.com/DR_SARAHSHELL
sarry-pierre,SARRY PIERRE,0,0,0,Heavyweight,,,,,,
sarun-srioumboo,Sarun Srioumboo,2,1,0,Featherweight,"72""",71,,,Thailand,
saw-htoo-aung,Saw Htoo Aung,0,1,0,Featherweight,,,,02/1999,Myanmar,
sawyer-depee,SAWYER DEPEE,5,3,0,Light Heavyweight,75in / 191cm,72,,12/1993,United States of America,https://www.instagram.com/sawyer_depee/
scott-lampert,SCOTT LAMPERT,0,1,0,Welterweight,69in / 175cm,68,BOMBS,11/1984,United States of America,https://www.instagram.com/scotty_bombs_lampert/
scott-oshaughnessy,Scott O'Shaughnessy,2,2,0,Light Heavyweight,70 in / 177.8cm,70,The Irish Spartan,,United States of America,https://www.facebook.com/scoshaughnessy
scott-roberts,SCOTT ROBERTS,1,1,0,Cruiserweight,75in / 191cm,1.8288,THE MAD POET,04/1989,United States of America,https://www.instagram.com/scott.tmp.roberts/
sean-hotusing,SEAN HOTUSING,0,3,0,Welterweight,73in / 185cm,72,BAM BAM,12/1988,United States of America,https://www.instagram.com/bam_bambrand/
sean-p-town-wilson,SEAN 'P-TOWN' WILSON,5,3,0,Middleweight,67in / 170cm,68,P-TOWN,10/1982,United States of America,https://www.instagram.com/ptown402/
sean-schultz,SEAN SCHULTZ,0,1,0,Heavyweight,74in / 88cm,1.8034,LAYKO,04/1998,United States of America,
sean-weir,SEAN WEIR,3,0,0,Light Heavyweight,76in / 193cm,1.905,THE BUTCHER,09/1991,United Kingdom,
sebastian-temesi,SEBASTIAN TEMESI,1,0,0,Light Heavyweight,72in / 183m,1.8288,,04/1990,Australia,https://www.instagram.com/SEBASTIAN_TEMESI
sedric-johnson,Sedric Johnson,1,0,0,Middleweight,80in/203.2cm,1.85,,09/1984,United States of America,https://www.facebook.com/themanovsteele
sergio-herrea,Sergio Herrea,1,0,0,,,,,,Mexico,
sergio-lopez,SERGIO LOPEZ,1,1,0,Welterweight,69in / 175cm,1.778,THE SAVAGE,07/1979,United States of America,https://www.instagram.com/SAVLOPEZ79
sergio-perez-jimenez,SERGIO PEREZ JIMENEZ,0,0,0,Middleweight,69in / 175cm,1.6764,CACHORRO,05/1994,Mexico,https://www.instagram.com/sergioperez.cachorro/
seth-shaffer,Seth Shaffer,3,1,0,Featherweight,,1.75,,03/1993,United States of America,
shah-zolfaghari,Shah Zolfaghari,0,0,0,Cruiserweight,,1.83,Shah,01/1992,United States of America,https://www.instagram.com/shahzolfaghari/; https://www.facebook.com/shahryar.zolfaghari.7
shaine-moffitt,Shaine Moffitt,0,1,0,Lightweight,,1.78,Skeletor,,United States of America,https://www.facebook.com/shaine.moffitt
shamil-dzhakhbarov,SHAMIL DZHAKHBAROV,0,1,0,Featherweight,67in / 170cm,1.6002,THE HUNTER,,Russia,https://www.instagram.com/DZHAKHBAROV_57
shane-fichter,SHANE FICHTER,1,0,0,Light Heavyweight,72in / 183cm,1.8288,HAVOC,05/1985,United States of America,https://www.instagram.com/SHANEHAVOCMINDSET
shane-jordan,SHANE JORDAN,0,0,0,Bantamweight,,,,,United States of America,https://www.instagram.com/suga_shanesweetness/
shane-stapp,Shane Stapp,0,1,0,Middleweight,,,,,United States of America,
shannon-ritch,Shannon Ritch,1,1,0,Heavyweight,,1.76,The Cannon,09/1970,United States of America,
shaun-kissane,SHAUN KISSANE,0,1,0,Welterweight,,,,,United Kingdom,
shawn-brooks,SHAWN BROOKS,1,0,0,Middleweight,76in / 193cm,1.778,THE MIDKNIGHTEXPRESS,10/1992,United States of America,https://www.instagram.com/shawndjb/; https://www.facebook.com/shawn.t.brooks
shawn-moffett,Shawn Moffett,1,2,0,Lightweight,,71,,,United States of America,
shawn-west,Shawn West,0,1,0,Lightweight,71,,The Exception,07/1989,United States of America,
sheena-brandenburg,Sheena Brandenburg,1,3,0,Women Flyweight,,1.66,Puma Starr,06/1983,United States of America,https://www.instagram.com/puma_starr/
shelby-cannon,SHELBY CANNON,2,1,0,Strawweight,62in / 157cm,1.5748,BOOM BOOM,03/1991,United States of America,https://www.instagram.com/SHELBAEBAY
shiro-hitto,SHIRO HITTO,0,1,0,Middleweight,70in / 173cm,1.7526,,02/1988,United States of America,
shyanna-bintliff,SHYANNA BINTLIFF,1,1,0,Women Featherweight,69in / 175cm,1.7272,,10/1996,,
simeon-crawford,SIMEON CRAWFORD,0,1,0,Cruiserweight,,,,,,
simeon-ottley,SIMEON OTTLEY,3,1,0,Middleweight,70in / 178cm,1.7272,MR. MIYAGI,09/1990,United Kingdom,https://www.instagram.com/Mrmyagi_i_pt
sineadh-ni-nuallain,SINÉADH NÍ NUALLÁIN,1,0,0,Women Flyweight,63in / 160cm,1.5494,THE GRENADE,03/2002,United Kingdom,
sinthruram-petchaan,Sinthruram Petchaan,0,0,0,Bantamweight,,,,,Thailand,
sirimongkhon-ohh-lamthuan,Sirimongkhon 'Ohh' Lamthuan,2,0,0,Cruiserweight,,66,Ohh,02/1979,Thailand,
sky-moiseichik,Sky Moiseichik,0,0,0,,,1.75,El Chivo Loco,07/1978,United States of America,
skyler-mauler,SKYLER MAULLER,1,3,0,Middleweight,74in / 188cm,1.7272,THE PHOENIX,07/2000,United States of America,https://www.instagram.com/skylermauller
sohanne-bengana,Sohanne Bengana,0,1,0,Featherweight,,,The Artist,03/1988,Algeria,https://www.instagram.com/sohanne.theartist/
solon-staley,Solon Staley,1,0,0,,,1.65,Solo,12/1983,United States of America,https://www.facebook.com/SOLONSTALEY
somchai-ainthida,Somchai Ainthida,1,0,0,Bantamweight,,,,,Thailand,
somiong-war-luktupfah,Somiong 'War' Luktupfah,1,0,0,,,63,War,,Myanmar,
sonny-smith,SONNY SMITH,2,2,0,Welterweight,72in / 183cm,1.8034,SAVAGE,03/1988,United Kingdom,https://www.instagram.com/sixsightco/
sophia-hayes,SOPHIA HAYES,0,1,0,Women Bantamweight,67in / 170cm,1.6764,,09/2005,United States of America,https://www.instagram.com/sophia.hayesmma
sophong-satho,Sophong Satho,0,1,0,Middleweight,,,,,Thailand,
sornchai-seng-maseng,Sornchai Seng Maseng,2,2,0,Lightweight,"69""",1.7018,,04/1997,Thailand,https://www.facebook.com/profile.php?id=100010074521626
souris-manfredi,Souris Manfredi,1,2,0,Strawweight,,65,,05/1988,France,https://instagram.com/souris_manfredi_; https://www.facebook.com/manfrediatpoivron.org/
spencer-meehan,SPENCER MEEHAN,1,0,0,Welterweight,71in / 180cm,1.8034,SECOND CHANCE,01/1993,United States of America,https://www.instagram.com/smeehan1313/
spencer-ruggeri,Spencer Ruggeri,0,2,0,Bantamweight,69.5in / 176.53cm,66,,,United States of America,
squire-redfern,SQUIRE REDFERN,1,0,0,Lightweight,73in / 185.5cm,1.8034,KUPA KING,07/1991,United States of America,https://www.instagram.com/kupa_king/
stan-surmacz,STAN SURMACZ,1,0,0,Heavyweight,77in / 190cm,1.9304,SILVERBACK,03/1990,Canada,https://www.instagram.com/silverback_surmacz/
stanislav-grosu,STANISLAV GROSU,4,3,0,Middleweight,76in / 193cm,74,,10/1992,Moldova,https://www.instagram.com/grosustanislav/; https://www.facebook.com/stanislav.grosu.1
stanoy-tabakov,STANOY TABAKOV,1,2,0,Cruiserweight,72in / 183cm,1.84,THE COBRA,12/1981,Bulgaria,https://www.instagram.com/stanoytabakovmma/
stefan-dobrijevic,STEFAN DOBRIJEVIC,1,0,0,Middleweight,,1.85,,10/2005,,https://www.instagram.com/dobrijevicc_s/
stephen-stengel,STEPHEN STENGEL,0,1,0,Light Heavyweight,,1.8542,,,United States of America,
stephen-tomahawk-townsel,STEPHEN 'TOMAHAWK' TOWNSEL,6,4,0,Cruiserweight,73.5in / 186cm,74,TOMAHAWK,03/1980,United States of America,https://www.instagram.com/stevetomahawktownsel/; https://www.facebook.com/stephen.townsel.1
stephon-reese,Stephon Reese,0,3,0,Cruiserweight,92.98,1.73,Slugga,01/1991,United States of America,
sterling-lenz,Sterling Lenz,0,1,0,Lightweight,,1.68,Iron Roghneck,06/1986,United States of America,
steve-banks,STEVE BANKS,4,3,0,Heavyweight,80in / 203cm,1.9558,PANDA,03/1981,United States of America,https://www.instagram.com/pandabanks/?hl=en; https://m.facebook.com/PandaMuayThai/
steve-herelius,STEVE HERELIUS,1,2,0,Heavyweight,81in / 205.74cm,73,,,,
steve-pasche,STEVE PASCHE,2,2,0,Heavyweight,72in / 183cm,1.83,VENOM,01/1988,France,https://www.instagram.com/steve_venom_/
steven-sainsbury,STEVEN SAINSBURY,1,0,0,Middleweight,81in / 206cm,1.9304,SAVAGE,04/1992,United States of America,https://www.instagram.com/esteban___sainsbury/
stevie-devenport,STEVIE DEVENPORT,0,0,0,Lightweight,,,,,,
stevie-taylor,STEVIE TAYLOR,1,1,0,Cruiserweight,80in / 203cm,1.8796,,05/1987,United Kingdom,https://www.instagram.com/Stevietaylor666
stevo-morris,STEVO MORRIS,2,3,0,Featherweight,,1.78,THE BLESSED,06/1995,United States of America,
stew-martin,STEW MARTIN ,1,0,0,Lightweight,68in / 173cm,1.7526,TANK,09/1985,United Kingdom,https://www.instagram.com/Stewmartinboxer
street-fight-mike-vetrila,Street Fight' Mike Vetrila,3,1,0,Light Heavyweight,"72""",74,Street Fight,08/1991,Russia,https://instagram.com/mikevetrila; https://www.facebook.com/mikevetrila
suban-malopho,Suban Malopho,0,1,0,Bantamweight,,,,,Thailand,
sudan-sitpholek-kulubon,Sudan 'Sitpholek' Kulubon,0,1,0,Featherweight,,69,Sitpholek,07/1999,Thailand,https://www.facebook.com/dek.indys.5
surachat-srirod,Surachat Srirod,0,1,0,,,61,,,Thailand,
surasak-sukkhamcha,Surasak Sukkhamcha,2,0,0,,,71,,,Thailand,
sydney-smith,SYDNEY SMITH,1,3,0,Strawweight,69in / 175cm,68,SUNDANCE,12/1991,United States of America,https://www.instagram.com/sundancemma/
tai-emery,TAI EMERY,2,2,0,Women Flyweight,64in / 163cm,1.5748,,01/1987,Australia,https://www.instagram.com/TAI_EMERY
taryn-turner,Taryn Turner,0,0,0,Bantamweight,,,,,,
tatsuki-shinotsuka,TATSUKI SHINOTSUKA,0,0,0,Men Flyweight,,,,,,
taylor-bull,TAYLOR BULL,4,1,0,Light Heavyweight,79in / 200cm,1.9558,THE RAGIN',09/1986,Canada,https://www.instagram.com/bull.taylor
taylor-dagner,TAYLOR DAGNER,0,0,0,Women Flyweight,68in / 173cm,1.7526,RUTHLESS,11/1999,United States of America,https://www.instagram.com/taydagnerbkfc
taylor-starling,TAYLOR STARLING,5,4,0,Women Flyweight,67in / 170cm,67,KILLA BEE,02/1996,United States of America,https://www.instagram.com/taywstarling/
tba,TBA,0,0,0,,,,,,,
tee-cummins,Tee Cummins,2,0,0,Cruiserweight,72in / 183cm,1.83,,08/1992,United States of America,
tee-jay-chang,Tee Jay Chang,1,3,0,Lightweight,"70""",70,Tee Jay Chang,08/1988,United Kingdom,
teerawat-wongaon,Teerawat Wongaon,0,1,0,Featherweight,"73""",1.778,,,Thailand,
terri-diamond,TERRI DIAMOND,1,0,0,Women Featherweight,66in / 168cm,1.651,THE DIAMOND,06/1984,United Kingdom,https://www.instagram.com/Tezdiamond
terry-braizer,Terry Braizer,0,1,0,Light Heavyweight,76.0in / 193cm,1.83,The Dominator,10/1986,United Kingdom,https://www.instagram.com/tbchampchamp/
terry-janoski,Terry Janoski,1,1,0,Light Heavyweight,72.5 in / 181.61cm,70,,07/1990,United States of America,
terry-needham,Terry Needham,1,0,0,Featherweight,,,,,,
terry-williams,TERRY WILLIAMS,1,0,0,Heavyweight,82in / 208cm,1.8796,NEPH,08/1991,United States of America,https://www.instagram.com/nephew_dagreat
terryl-johnson,TERRYL JOHNSON,0,1,0,Light Heavyweight,73in / 185cm,1.8034,TAJ MAHAL,03/1982,United States of America,https://www.instagram.com/tajworldent
tetee-denman,TeTee Denman,2,1,0,Featherweight,,,,04/1999,Thailand,
tha-pyay-nyo,Tha Pyay Nyo,0,0,0,Featherweight,"69""",1.651,,,Myanmar,
thai-tetley,THAI TETLEY,0,1,0,Heavyweight,,1.8288,,,,
thearith-ouch,Thearith Ouch,1,0,0,Bantamweight,,,The Fox,09/1997,Cambodia,
theo-doukas,THEO DOUKAS,0,0,0,Heavyweight,72in / 183cm,1.778,,,,
theron-martin,Theron Martin,0,0,0,,,,,,,
thiago-pitbull-alves,Thiago 'Pitbull' Alves,2,1,0,Middleweight,70 in / 178 cm,70,Pitbull,10/1983,Brazil,https://www.instagram.com/thiagoalvesatt
thodsaphon-konkom-wannahat,Thodsaphon 'Konkom' Wannahat,0,1,0,Men Flyweight,,63,Konkom,07/1989,Thailand,
thoedsak-sinam,Thoedsak Sinam,0,1,0,,,68,,,Thailand,
thomas-angeloff,THOMAS ANGELOFF,1,0,0,Light Heavyweight,75 in / 190cm,1.905,THE SPIDER MONKEY,02/1983,,https://www.instagram.com/TRANGELOFFJR
thomas-jungle,THOMAS JUNGLES,0,1,0,Lightweight,,1.778,SHOW TIME,,,
tim-hester,Tim Hester,1,1,0,Welterweight,,,,11/1994,United States of America,
tim-tamaki,TIM TAMAKI,0,1,0,Lightweight,69in / 175cm,1.7272,,,,
timmy-mason,TIMMY MASON,3,4,0,Lightweight,69in / 175cm,70,TIMMY TIME,08/1993,United States of America,https://www.instagram.com/timmy_time406/
tj-benson,TJ Benson,0,3,0,Lightweight,,69,TJ,,United States of America,https://www.instagram.com/badboybenson/
toby-bindon,TOBY BINDON,2,4,0,Featherweight,73in / 185cm,1.778,WARDOG,04/1994,United Kingdom,https://www.instagram.com/wardoguk_/
toby-misech,TOBY MISECH,1,1,0,Featherweight,69in / 175cm,1.7272,TOO QUICK,03/1988,United States of America,
todd-duffee,TODD DUFFEE,0,1,0,Heavyweight,,,,,United States of America,https://www.instagram.com/toddduffee/
todor-zhelyazkov,Todor Zhelyazkov,0,1,0,Middleweight,173 cm,1.76,Zelva,10/1986,Bulgaria,https://www.instagram.com/todorzhelyazkovbjj/
tofan-pirani,Tofan Pirani,0,1,0,Cruiserweight,"77""",1.905,,08/1979,Sweden,https://www.instagram.com/tyfoon_p/
tom-mowbray,TOM MOWBRAY,0,1,0,Light Heavyweight,69in / 175cm,1.778,,02/1994,,https://www.instagram.com/tom_tits
tom-scott,Tom Scott,2,1,0,Cruiserweight,"77""",1.82,,,United Kingdom,
tom-shoaff,Tom Shoaff,4,5,0,Lightweight,"74""",72,,,United States of America,https://www.instagram.com/tom.shoaff/; https://www.facebook.com/tom.shoaff
tom-stokes,TOM STOKES,2,1,0,Welterweight,,1.8034,,,United Kingdom,https://www.instagram.com/Tomstokes1994
tomar-washington,Tomar Washington,1,0,0,Heavyweight,,1.78,T-Bo,02/1978,United States of America,https://www.facebook.com/tomar.washington
tomas-lejsek,TOMAS LEJSEK,0,1,0,Cruiserweight,79.5in / 202cm,1.8288,,03/1995,Czech Republic,
tomas-melis,TOMAS MELIS,5,0,0,Light Heavyweight,73in / 185cm,1.778,,03/1997,Slovakia,https://www.instagram.com/TOMMASMELIS
tomas-vojtela,TOMAS VOJTELA,4,2,0,Featherweight,72in / 182cm,1.8,DRAGON,08/2003,Slovakia,https://www.instagram.com/t_vojtela/
tommy-aaron,TOMMY AARON,1,0,0,Lightweight,71in / 180cm,1.8034,,04/1995,United States of America,https://www.instagram.com/tommy_aaronmma/
tommy-carus,TOMMY CARUS,0,1,0,Lightweight,75in / 191cm,1.8288,CHAOS,02/1992,United Kingdom,https://www.instagram.com/tommychaoscarus/
tommy-hawthorn,TOMMY HAWTHORN,1,0,0,Lightweight,72in / 183cm,1.7526,,07/1995,United Kingdom,https://www.instagram.com/Tommyhawthornmma
tommy-strydom,TOMMY STRYDOM,4,2,0,Featherweight,70in / 177cm,1.7018,THE FARMER,01/1986,South Africa,https://www.instagram.com/p/C52gTTbu73t/?hl=en
toni-estorer,TONI ESTORER,5,2,0,Cruiserweight,75.5in / 192cm,1.89,TONI,11/1995,Germany,https://www.instagram.com/toni.estorer/
toni-markulev,TONI MARKULEV,1,0,0,Middleweight,73.5in / 186cm,1.8034,,01/1987,Bulgaria,
toni-tallman,Toni Tallman,0,1,0,Women Bantamweight,,,,,United States of America,
tony-jenkins,TONY JENKINS,3,0,0,Light Heavyweight,Reach: 75in / 191cm,1.83,THE WAY,05/1979,United States of America,
tony-krytonite-lopez,Tony 'Krytonite' Lopez,2,5,0,Heavyweight,78.5 in/199.39cm,77,Kryptonite,,United States of America,
tony-lafferty,TONY LAFFERTY,5,5,0,Featherweight,,1.778,,,,
tony-murphy,Tony Murphy,3,0,0,Middleweight,72in / 183cm,1.83,TMURPH,10/1991,United States of America,https://www.instagram.com/tonymurp4y
tony-pike,TONY PIKE,0,1,0,Lightweight,72in / 173cm,1.7526,THE PISTOL,05/1991,United States of America,
tony-shields,TONY SHIELDS,3,1,0,Middleweight,72in / 183cm,1.8288,BARE KNUCKLE,01/1989,United Kingdom,https://www.instagram.com/tonyshields68/
tony-soto,TONY SOTO,6,3,0,Welterweight,69.5in / 176.53cm,69,LOCO,09/1987,United States of America,https://www.instagram.com/tony_loco_soto/
tracey-johnson,TRACEY JOHNSON,0,0,0,Heavyweight,75in / 191cm,1.7526,THE TITAN,11/1989,United States of America,https://www.instagram.com/thetitanjohnson
traevon-kroger,TRAEVON KROGER,2,0,0,Featherweight,75in / 191cm,1.905,KID COBRA,01/2000,United States of America,
trai-santos,TRAI SANTOS,0,2,0,Featherweight,70in / 178cm,70,,05/1992,United States of America,https://www.instagram.com/trai_santos_mma/
travis-demko,TRAVIS DEMKO,0,1,0,Lightweight,67 in / 170cm,1.7272,THE OUTLAW,07/1993,United States of America,https://www.instagram.com/the_outlaw_demko_22
travis-dickinson,TRAVIS DICKINSON,1,2,0,Heavyweight,73in / 185cm,1.9304,,03/1988,United Kingdom,
travis-floyd,Travis Floyd,1,1,0,Featherweight,70in / 178cm,68,Flo,06/1987,United States of America,
travis-lerchen,Travis Lerchen,0,1,0,Cruiserweight,,1.88,The Villian,,United States of America,
travis-smith,TRAVIS SMITH,0,1,0,Light Heavyweight,69in / 175cm,1.7018,THE HYBRID,12/1982,United States of America,https://www.instagram.com/HYBRIDSMITH82
travis-thompson,TRAVIS THOMPSON,6,8,0,Bantamweight,66in / 168cm,66,THE ANIMAL,03/1983,United States of America,https://www.instagram.com/theanimalbkfc/?hl=en
tre-cook,TRE COOK,0,1,0,Cruiserweight,73in / 185cm,1.8288,TRE THE TRUTH,01/1986,United States of America,
trever-bradshaw,TREVER BRADSHAW,1,1,0,Lightweight,69in / 175cm,70,,07/1987,United States of America,https://www.instagram.com/treverbradshaw/
trevor-bozniak,TREVOR BOZNIAK,0,1,0,Cruiserweight,74in / 188cm,1.8034,THE BEAST,08/1977,Canada,https://www.instagram.com/1977tboz
trevor-loken,Trevor Loken,1,2,0,Featherweight,,1.73,,09/1997,United States of America,
trevor-morris,Trevor Morris,0,2,0,Men Flyweight,,,Monster,,United States of America,
trey-martin,TRAY MARTIN,1,0,0,Welterweight,67in / 170cm,1.651,BIG DOGG,09/1999,United States of America,
troy-beets,Troy Beets,0,1,0,,,1.88,Basher,09/1974,,
troy-dennison,TROY DENNISON,0,2,0,Welterweight,70.5in / 179cm,1.8288,THE TERROR,12/1988,United States of America,https://www.instagram.com/TROY_DENNISON
trukon-carson,Trukon Carson,2,1,0,Welterweight,,71,The Carolina Gamedog,04/1995,United States of America,https://www.instagram.com/the_carolina_gamedog/?hl=en; https://www.facebook.com/david.carson.50
tumba,Tumba,1,0,0,Lightweight,"73""",1.8034,,,Thailand,
tyler-goodjohn,Tyler Goodjohn,5,4,0,Lightweight,71in / 180cm,69,El Tornado,05/1991,United Kingdom,
tyler-hill,Tyler Hill,0,1,0,Light Heavyweight,79in / 200.66cm,75,The Zombie,08/1991,United States of America,
tyler-jacques,Tyler Jacques,0,1,0,Welterweight,,1.83,The Tank,08/1990,United States of America,
tyler-jones,TYLER JONES,1,0,0,Lightweight,76in / 193cm,1.8288,BEOWOLF,,United States of America,
tyler-randall,TYLER RANDALL,4,4,0,Men Flyweight,66in / 168cm,66,ROOKIE,12/1994,United States of America,https://www.instagram.com/_rookierandall/
tyler-sammis,Tyler Sammis,1,0,0,Featherweight,67.5in / 171cm,,Cat-5,06/2003,United States of America,https://www.instagram.com/tylersammismma/
tyler-tremblett,TYLER TREMBLETT,1,0,0,Heavyweight,75.5in / 192cm,1.905,BIG NASTY,03/1992,Canada,https://www.instagram.com/tremblett24/
tyler-vogel,Tyler Vogel,0,2,0,Cruiserweight,,,,,,
tylor-sijohn,TYLOR SIJOHN,0,3,0,Cruiserweight,72in / 183cm,1.7526,RED BIRD,04/1990,United States of America,https://www.instagram.com/tyj_redbird/
uly-monster-diaz,Uly 'Monster' Diaz,5,3,0,Middleweight,71in / 180cm,70,Monster,03/1981,Cuba,
usanakorn,Usanakorn,2,0,0,Women Flyweight,,67,"ซอย,เนSoi, Na",12/1988,Thailand,
van-vo,VAN VO,1,3,0,Lightweight,71in / 180cm,1.7526,TACTIC,01/1984,United States of America,https://www.instagram.com/vantacticvo/
vaso-bakocevic,VASO BAKOCEVIC,6,1,0,Middleweight,67.5in / 171cm,1.72,THE PSYCHO,10/1989,Montenegro,https://www.instagram.com/vaso_psycho/
veronika-dmitriyeva,Veronika Dmitriyeva,0,2,0,Strawweight,,1.63,Russian Bomb,09/1988,Russia,https://www.facebook.com/Nekah-Dmitriyeva-297908670391226/
veselin-ivanov,VESELIN IVANOV,1,0,0,Featherweight,166 cm,1.68,THE MADMAN,01/1988,Bulgaria,https://www.instagram.com/veselin914/
victor-booty,Victor Booty,0,2,0,,,69,,,United Kingdom,
victor-flor,VICTOR FLOR,0,1,0,Bantamweight,69in / 175cm,1.7272,,,United States of America,
victor-jones,Victor Jones,0,1,0,Heavyweight,,1.87,,12/1987,United States of America,
victor-rosas,VICTOR ROSAS,1,1,0,Bantamweight,69in / 175cm,1.7018,THE ART OF VIOLENCE,09/1988,United States of America,https://www.instagram.com/vr7sd/
vincent-alsept,VINCENT ALSEPT,0,0,0,Men Flyweight,,,,,,
vincent-aragona,VINCENT ARAGONA,1,0,0,Cruiserweight,,,,,,
vincent-familari,VINCENT FAMILARI,1,1,0,Light Heavyweight,71in / 180cm,72,VINNY FAM,04/1988,United States of America,https://www.instagram.com/vinnyfam00/
vinny-turiello,Vinny Turiello,1,0,0,Bantamweight,,0,,,,
vladislav-kanchev,Vladislav Kanchev,1,0,0,Middleweight,175 cm,1.77,C-4,02/1990,Bulgaria,https://www.instagram.com/vladislavkanchev.mma/
vladislav-tuinov,VLADISLAV TUINOV,2,0,0,Welterweight,72in / 183cm,1.7018,DIAMOND,,Russia,
wade-the-hammer-johnson,Wade 'The Hammer' Johnson,1,1,0,Welterweight,76in / 193.04cm,75,The Hammer,11/1990,United States of America,https://www.facebook.com/TheHammerJohnson
wain-morgan,WAIN MORGAN,0,2,0,Heavyweight,69,1.77,,,United Kingdom,
walber-brito-de-barros,Walber Brito de Barros,0,1,0,Welterweight,73.5,1.83,TETE,02/1985,,
walter-pugliesi,WALTER PUGLIESI,2,0,0,Cruiserweight,73in / 185cm,1.778,,,Italy,https://www.instagram.com/WALTER_PUGLIESI_MMA
warren-thompson,Warren Thompson,1,0,0,Heavyweight,,74,The Destroyer,12/1985,United States of America,
wayna-reid,WAYNA REID,2,2,0,Lightweight,72in / 183cm,70,THE RATED R SUPERSTAR,12/1995,United States of America,https://www.instagram.com/LORDWANYA
wes-the-soldier-combs,Wes 'The Soldier' Combs,1,1,0,Heavyweight,,73,The Soldier,06/1973,United States of America,
wilhelm-ott,Wilhelm Ott,1,1,0,Middleweight,177 cm,1.83,The Austrian Nightmare,06/1982,Austria,https://www.instagram.com/willi.ott.148/
will-cairns,WILL CAIRNS,3,14,0,Welterweight,68in / 173cm,69,,06/1993,United Kingdom,https://www.instagram.com/willcairns541
will-chope,Will Chope,3,5,0,Middleweight,76in / 193cm,1.94,The Kill,09/1990,United States of America,
will-dunkle,Will Dunkle,1,3,0,Light Heavyweight,,72,,,,
will-rochester,WILL ROCHESTER,0,1,0,Welterweight,74in / 188cm,1.8288,,05/1985,United Kingdom,
will-santiago,WILL SANTIAGO,2,2,0,Middleweight,70.5in / 179cm,68,THE BROWN BOMBER,02/1983,United States of America,https://www.instagram.com/brownbomber_mma/
will-sears,Will Sears,0,3,0,Heavyweight,,,,05/1984,United States of America,
will-smith,WILL SMITH,1,0,0,Lightweight,,1.8542,WILD,04/1990,United Kingdom,https://www.instagram.com/Wildwillsmith77
will-the-thrill-shutt,Will 'The Thrill' Shutt,1,3,0,Welterweight,68.5 in,68,Will the Thrill,,United States of America,
will-worley,Will Worley,1,0,0,Welterweight,,1.73,The Wolverine,09/1993,United States of America,https://www.facebook.com/will.worley.315
william-albrecht,WILLIAM ALBRECHT,3,1,0,Light Heavyweight,79in / 200cm,74,WILD BILL,02/1977,United States of America,https://www.instagram.com/505WILDB
willie-gates,WILLIE GATES,1,0,0,Bantamweight,73in / 185cm,1.7272,WHOOP ASS,01/1987,United States of America,https://www.instagram.com/WHOOPASSWILLIE
xavier-horton,XAVIER HORTON,0,0,0,Heavyweight,,,,,United States of America,
